dpsi,pos_ci95,vel_ci95,recovery,n_encounters,n_los,p_los_run,detection_rate,median_min_sep,n_unsettled
144,10,1,probabilistic_ftr,10000,0,0,1,68.54341395,0
144,10,3,pastcpa,10000,4,0.0004,1,102.2686496,0
144,10,3,ftr,10000,2326,0.2326,1,53.01959723,0
144,10,3,probabilistic_ftr,10000,54,0.0054,1,72.86705337,0
146,3,1,pastcpa,10000,0,0,1,101.5325489,0
146,3,1,ftr,10000,1272,0.1272,1,51.514819,0
146,3,1,probabilistic_ftr,10000,3,0.0003,1,65.43319446,0
146,3,3,pastcpa,10000,3,0.0003,1,102.2732643,0
146,3,3,ftr,10000,2685,0.2685,1,51.55568797,0
146,3,3,probabilistic_ftr,10000,58,0.0058,1,70.22526716,0
146,10,1,pastcpa,10000,0,0,1,103.4672774,0
146,10,1,ftr,10000,648,0.0648,1,54.04608792,0
146,10,1,probabilistic_ftr,10000,1,0.0001,1,68.53890993,0
146,10,3,pastcpa,10000,2,0.0002,1,101.5551839,0
146,10,3,ftr,10000,2429,0.2429,1,52.9111451,0
146,10,3,probabilistic_ftr,10000,46,0.0046,1,72.42888021,0
148,3,1,pastcpa,10000,0,0,1,101.1140487,0
148,3,1,ftr,10000,1278,0.1278,1,51.48796744,0
148,3,1,probabilistic_ftr,10000,1,0.0001,1,65.24726076,0
148,3,3,pastcpa,10000,2,0.0002,1,101.5188739,0
148,3,3,ftr,10000,2737,0.2737,1,51.57521114,0
148,3,3,probabilistic_ftr,10000,78,0.0078,1,70.30939662,0
148,10,1,pastcpa,10000,0,0,1,103.5043573,0
148,10,1,ftr,10000,627,0.0627,1,54.0410396,0
148,10,1,probabilistic_ftr,10000,0,0,1,68.45776172,0
148,10,3,pastcpa,10000,1,0.0001,1,101.6619558,0
148,10,3,ftr,10000,2426,0.2426,1,52.87643038,0
148,10,3,probabilistic_ftr,10000,42,0.0042,1,72.97473726,0
150,3,1,pastcpa,10000,0,0,1,100.9215443,0
150,3,1,ftr,10000,1310,0.131,1,51.49557452,0
150,3,1,probabilistic_ftr,10000,2,0.0002,1,65.34253996,0
150,3,3,pastcpa,10000,2,0.0002,1,100.8471971,0
150,3,3,ftr,10000,2783,0.2783,1,51.58375984,0
150,3,3,probabilistic_ftr,10000,79,0.0079,1,70.44514043,0
150,10,1,pastcpa,10000,0,0,1,103.4113797,0
150,10,1,ftr,10000,633,0.0633,1,54.03115422,0
150,10,1,probabilistic_ftr,10000,0,0,1,68.38888415,0
150,10,3,pastcpa,10000,1,0.0001,1,102.1957114,0
150,10,3,ftr,10000,2308,0.2308,1,53.05179067,0
150,10,3,probabilistic_ftr,10000,45,0.0045,1,72.71432925,0
152,3,1,pastcpa,10000,0,0,1,100.8729833,0
152,3,1,ftr,10000,1335,0.1335,1,51.4956276,0
152,3,1,probabilistic_ftr,10000,1,0.0001,1,65.42193047,0
152,3,3,pastcpa,10000,2,0.0002,1,100.7667144,0
152,3,3,ftr,10000,2779,0.2779,1,51.55132134,0
152,3,3,probabilistic_ftr,10000,77,0.0077,1,70.29232337,0
152,10,1,pastcpa,10000,0,0,1,102.9858943,0
152,10,1,ftr,10000,656,0.0656,1,53.99889428,0
152,10,1,probabilistic_ftr,10000,0,0,1,68.54683942,0
152,10,3,pastcpa,10000,5,0.0005,1,101.7762081,0
152,10,3,ftr,10000,2361,0.2361,1,52.92449942,0
152,10,3,probabilistic_ftr,10000,61,0.0061,1,72.85001659,0
154,3,1,pastcpa,10000,0,0,1,100.9796783,0
154,3,1,ftr,10000,1355,0.1355,1,51.47683392,0
154,3,1,probabilistic_ftr,10000,3,0.0003,1,65.4776217,0
154,3,3,pastcpa,10000,3,0.0003,1,100.7730027,0
154,3,3,ftr,10000,2811,0.2811,1,51.53017656,0
154,3,3,probabilistic_ftr,10000,109,0.0109,1,69.62135552,0
154,10,1,pastcpa,10000,0,0,1,102.8912232,0
154,10,1,ftr,10000,630,0.063,1,53.99377014,0
154,10,1,probabilistic_ftr,10000,2,0.0002,1,68.36415647,0
154,10,3,pastcpa,10000,1,0.0001,1,101.6927832,0
154,10,3,ftr,10000,2380,0.238,1,52.98853362,0
154,10,3,probabilistic_ftr,10000,45,0.0045,1,72.98063008,0
156,3,1,pastcpa,10000,0,0,1,100.7806415,0
156,3,1,ftr,10000,1443,0.1443,1,51.45419034,0
156,3,1,probabilistic_ftr,10000,1,0.0001,1,65.27686095,0
156,3,3,pastcpa,10000,2,0.0002,1,101.3531968,0
156,3,3,ftr,10000,2729,0.2729,1,51.520317,0
156,3,3,probabilistic_ftr,10000,82,0.0082,1,69.59746192,0
156,10,1,pastcpa,10000,0,0,1,102.7555659,0
156,10,1,ftr,10000,643,0.0643,1,54.03180012,0
156,10,1,probabilistic_ftr,10000,2,0.0002,1,68.3335645,0
156,10,3,pastcpa,10000,0,0,1,102.1156315,0
156,10,3,ftr,10000,2385,0.2385,1,52.97983585,0
156,10,3,probabilistic_ftr,10000,56,0.0056,1,73.1078835,0
158,3,1,pastcpa,10000,0,0,1,101.0168886,0
158,3,1,ftr,10000,1444,0.1444,1,51.4529464,0
158,3,1,probabilistic_ftr,10000,0,0,1,65.26745037,0
158,3,3,pastcpa,10000,2,0.0002,1,101.1415909,0
158,3,3,ftr,10000,2772,0.2772,1,51.56109437,0
158,3,3,probabilistic_ftr,10000,92,0.0092,1,69.7582314,0
158,10,1,pastcpa,10000,0,0,1,102.7402118,0
158,10,1,ftr,10000,673,0.0673,1,53.98718774,0
158,10,1,probabilistic_ftr,10000,0,0,1,68.34423743,0
158,10,3,pastcpa,10000,0,0,1,101.9631089,0
158,10,3,ftr,10000,2368,0.2368,1,52.92748265,0
158,10,3,probabilistic_ftr,10000,42,0.0042,1,73.06934376,0
160,3,1,pastcpa,10000,0,0,1,101.141978,0
160,3,1,ftr,10000,1407,0.1407,1,51.49218177,0
160,3,1,probabilistic_ftr,10000,2,0.0002,1,65.39456902,0
160,3,3,pastcpa,10000,2,0.0002,1,100.3777433,0
160,3,3,ftr,10000,2823,0.2823,1,51.54238156,0
160,3,3,probabilistic_ftr,10000,104,0.0104,1,69.43761921,0
160,10,1,pastcpa,10000,0,0,1,102.7764044,0
160,10,1,ftr,10000,612,0.0612,1,54.00566517,0
160,10,1,probabilistic_ftr,10000,0,0,1,68.4640198,0
160,10,3,pastcpa,10000,2,0.0002,1,100.7127979,0
160,10,3,ftr,10000,2373,0.2373,1,52.99319466,0
160,10,3,probabilistic_ftr,10000,58,0.0058,1,72.81372585,0
162,3,1,pastcpa,10000,0,0,1,101.396485,0
162,3,1,ftr,10000,1413,0.1413,1,51.48445575,0
162,3,1,probabilistic_ftr,10000,2,0.0002,1,65.50122636,0
162,3,3,pastcpa,10000,3,0.0003,1,100.9567431,0
162,3,3,ftr,10000,2755,0.2755,1,51.56118717,0
162,3,3,probabilistic_ftr,10000,112,0.0112,1,70.13363766,0
162,10,1,pastcpa,10000,0,0,1,102.89354,0
162,10,1,ftr,10000,671,0.0671,1,53.95433895,0
162,10,1,probabilistic_ftr,10000,0,0,1,68.39845688,0
162,10,3,pastcpa,10000,1,0.0001,1,102.6270986,0
162,10,3,ftr,10000,2423,0.2423,1,52.79949829,0
162,10,3,probabilistic_ftr,10000,57,0.0057,1,72.93201308,0
164,3,1,pastcpa,10000,0,0,1,101.4918645,0
164,3,1,ftr,10000,1478,0.1478,1,51.46293309,0
164,3,1,probabilistic_ftr,10000,1,0.0001,1,65.24349468,0
164,3,3,pastcpa,10000,0,0,1,100.5508585,0
164,3,3,ftr,10000,2752,0.2752,1,51.53431499,0
164,3,3,probabilistic_ftr,10000,94,0.0094,1,70.03178867,0
164,10,1,pastcpa,10000,0,0,1,103.2134548,0
164,10,1,ftr,10000,637,0.0637,1,53.96723087,0
164,10,1,probabilistic_ftr,10000,0,0,1,68.46311582,0
164,10,3,pastcpa,10000,3,0.0003,1,101.7237285,0
164,10,3,ftr,10000,2427,0.2427,1,52.96211654,0
164,10,3,probabilistic_ftr,10000,63,0.0063,1,72.41406585,0
166,3,1,pastcpa,10000,0,0,1,101.4539134,0
166,3,1,ftr,10000,1447,0.1447,1,51.45319641,0
166,3,1,probabilistic_ftr,10000,1,0.0001,1,65.42319113,0
166,3,3,pastcpa,10000,3,0.0003,1,100.2199662,0
166,3,3,ftr,10000,2732,0.2732,1,51.60371227,0
166,3,3,probabilistic_ftr,10000,90,0.009,1,69.82582148,0
166,10,1,pastcpa,10000,0,0,1,102.6072799,0
166,10,1,ftr,10000,640,0.064,1,54.02908777,0
166,10,1,probabilistic_ftr,10000,0,0,1,68.58510759,0
166,10,3,pastcpa,10000,0,0,1,101.8398309,0
166,10,3,ftr,10000,2400,0.24,1,53.00818897,0
166,10,3,probabilistic_ftr,10000,49,0.0049,1,72.67711551,0
168,3,1,pastcpa,10000,0,0,1,101.2477802,0
168,3,1,ftr,10000,1459,0.1459,1,51.46340844,0
168,3,1,probabilistic_ftr,10000,3,0.0003,1,65.38781524,0
168,3,3,pastcpa,10000,0,0,1,100.3945651,0
168,3,3,ftr,10000,2824,0.2824,1,51.54300134,0
168,3,3,probabilistic_ftr,10000,81,0.0081,1,69.68855959,0
168,10,1,pastcpa,10000,0,0,1,103.1036049,0
168,10,1,ftr,10000,642,0.0642,1,53.9953617,0
168,10,1,probabilistic_ftr,10000,0,0,1,68.57995649,0
168,10,3,pastcpa,10000,3,0.0003,1,101.8590101,0
168,10,3,ftr,10000,2435,0.2435,1,53.0010297,0
168,10,3,probabilistic_ftr,10000,58,0.0058,1,72.66042072,0
170,3,1,pastcpa,10000,0,0,1,101.6877912,0
170,3,1,ftr,10000,1412,0.1412,1,51.46997354,0
170,3,1,probabilistic_ftr,10000,0,0,1,65.57999921,0
170,3,3,pastcpa,10000,2,0.0002,1,101.445477,0
170,3,3,ftr,10000,2801,0.2801,1,51.55450176,0
170,3,3,probabilistic_ftr,10000,88,0.0088,1,69.81272144,0
170,10,1,pastcpa,10000,0,0,1,102.878903,0
170,10,1,ftr,10000,655,0.0655,1,53.97051164,0
170,10,1,probabilistic_ftr,10000,0,0,1,68.55673461,0
170,10,3,pastcpa,10000,3,0.0003,1,102.3252131,0
170,10,3,ftr,10000,2488,0.2488,1,52.90781142,0
170,10,3,probabilistic_ftr,10000,56,0.0056,1,72.91042664,0
172,3,1,pastcpa,10000,0,0,1,101.6666276,0
172,3,1,ftr,10000,1490,0.149,1,51.46880467,0
172,3,1,probabilistic_ftr,10000,0,0,1,65.75583549,0
172,3,3,pastcpa,10000,3,0.0003,1,101.8437168,0
172,3,3,ftr,10000,2796,0.2796,1,51.56717552,0
172,3,3,probabilistic_ftr,10000,81,0.0081,1,69.98566422,0
172,10,1,pastcpa,10000,0,0,1,102.4796934,0
172,10,1,ftr,10000,650,0.065,1,53.96870611,0
172,10,1,probabilistic_ftr,10000,0,0,1,68.57413204,0
172,10,3,pastcpa,10000,0,0,1,102.4663419,0
172,10,3,ftr,10000,2423,0.2423,1,52.99711498,0
172,10,3,probabilistic_ftr,10000,70,0.007,1,72.74488929,0
174,3,1,pastcpa,10000,0,0,1,101.4997395,0
174,3,1,ftr,10000,1431,0.1431,1,51.46987357,0
174,3,1,probabilistic_ftr,10000,3,0.0003,1,65.58940367,0
174,3,3,pastcpa,10000,3,0.0003,1,100.6830035,0
174,3,3,ftr,10000,2812,0.2812,1,51.54205634,0
174,3,3,probabilistic_ftr,10000,95,0.0095,1,70.03376268,0
174,10,1,pastcpa,10000,0,0,1,103.0173411,0
174,10,1,ftr,10000,632,0.0632,1,53.96745231,0
174,10,1,probabilistic_ftr,10000,1,0.0001,1,68.64981396,0
174,10,3,pastcpa,10000,2,0.0002,1,102.0776476,0
174,10,3,ftr,10000,2454,0.2454,1,52.97874659,0
174,10,3,probabilistic_ftr,10000,58,0.0058,1,72.93005713,0
176,3,1,pastcpa,10000,0,0,1,101.2047917,0
176,3,1,ftr,10000,1396,0.1396,1,51.43767344,0
176,3,1,probabilistic_ftr,10000,3,0.0003,1,65.54617477,0
176,3,3,pastcpa,10000,2,0.0002,1,101.4999154,0
176,3,3,ftr,10000,2890,0.289,1,51.54671096,0
176,3,3,probabilistic_ftr,10000,77,0.0077,1,70.03889421,0
176,10,1,pastcpa,10000,0,0,1,102.9585267,0
176,10,1,ftr,10000,642,0.0642,1,53.94838033,0
176,10,1,probabilistic_ftr,10000,0,0,1,68.5683196,0
176,10,3,pastcpa,10000,1,0.0001,1,102.504373,0
176,10,3,ftr,10000,2434,0.2434,1,52.92835731,0
176,10,3,probabilistic_ftr,10000,61,0.0061,1,72.95949279,0
178,3,1,pastcpa,10000,0,0,1,100.8827186,0
178,3,1,ftr,10000,1445,0.1445,1,51.45172058,0
178,3,1,probabilistic_ftr,10000,3,0.0003,1,65.41156254,0
178,3,3,pastcpa,10000,2,0.0002,1,101.1409032,0
178,3,3,ftr,10000,2840,0.284,1,51.52890315,0
178,3,3,probabilistic_ftr,10000,85,0.0085,1,70.0067009,0
178,10,1,pastcpa,10000,0,0,1,102.8467697,0
178,10,1,ftr,10000,651,0.0651,1,53.94607896,0
178,10,1,probabilistic_ftr,10000,0,0,1,68.55980638,0
178,10,3,pastcpa,10000,0,0,1,101.6454413,0
178,10,3,ftr,10000,2522,0.2522,1,52.86830664,0
178,10,3,probabilistic_ftr,10000,49,0.0049,1,72.59276821,0
180,3,1,pastcpa,10000,0,0,1,101.3078114,0
180,3,1,ftr,10000,1424,0.1424,1,51.47393882,0
180,3,1,probabilistic_ftr,10000,6,0.0006,1,65.56259028,0
180,3,3,pastcpa,10000,3,0.0003,1,102.1980173,0
180,3,3,ftr,10000,2792,0.2792,1,51.52468288,0
180,3,3,probabilistic_ftr,10000,86,0.0086,1,70.2708212,0
180,10,1,pastcpa,10000,0,0,1,102.7719918,0
180,10,1,ftr,10000,658,0.0658,1,53.97744309,0
180,10,1,probabilistic_ftr,10000,1,0.0001,1,68.54722994,0
180,10,3,pastcpa,10000,3,0.0003,1,102.5329186,0
180,10,3,ftr,10000,2474,0.2474,1,52.88207566,0
180,10,3,probabilistic_ftr,10000,67,0.0067,1,72.73290581,0
